1.000000000000000000e+00 6.095525239007997884e-16
1.006938631476027579e+00 6.074487354873512375e-16
1.013925407558815106e+00 6.053522080161760093e-16
1.020960662306046762e+00 6.032629164271099549e-16
1.028044732093309266e+00 6.011808357464810159e-16
1.035177955630176339e+00 5.991059410868099495e-16
1.042360673976401531e+00 5.970382076465138163e-16
1.049593230558227397e+00 5.949776107096086777e-16
1.056875971184804142e+00 5.929241256454144633e-16
1.064209244064724169e+00 5.908777279082608250e-16
1.071593399822671211e+00 5.888383930371930885e-16
1.079028791516184027e+00 5.868060966556808680e-16
1.086515774652538235e+00 5.847808144713253989e-16
1.094054707205742716e+00 5.827625222755703214e-16
1.101645949633656585e+00 5.807511959434117746e-16
1.109289864895222744e+00 5.787468114331100672e-16
1.116986818467823106e+00 5.767493447859021384e-16
1.124737178364751733e+00 5.747587721257155950e-16
1.132541315152811867e+00 5.727750696588831447e-16
1.140399601970032650e+00 5.707982136738579150e-16
1.148312414543511073e+00 5.688281805409304502e-16
1.156280131207375828e+00 5.668649467119458055e-16
1.164303132920876616e+00 5.649084887200225154e-16
1.172381803286598911e+00 5.629587831792719570e-16
1.180516528568805068e+00 5.610158067845185008e-16
1.188707697711903322e+00 5.590795363110214376e-16
1.196955702359043361e+00 5.571499486141969054e-16
1.205260936870842459e+00 5.552270206293416888e-16
1.213623798344240834e+00 5.533107293713571180e-16
1.222044686631488242e+00 5.514010519344744466e-16
1.230524004359261570e+00 5.494979654919814129e-16
1.239062156947916327e+00 5.476014472959486032e-16
1.247659552630869584e+00 5.457114746769583801e-16
1.256316602474120581e+00 5.438280250438336126e-16
1.265033720395903449e+00 5.419510758833670968e-16
1.273811323186478495e+00 5.400806047600535406e-16
1.282649830528060475e+00 5.382165893158201676e-16
1.291549665014883885e+00 5.363590072697606736e-16
1.300511252173409016e+00 5.345078364178678032e-16
1.309535020482667234e+00 5.326630546327687849e-16
1.318621401394748593e+00 5.308246398634602746e-16
1.327770829355429782e+00 5.289925701350450726e-16
1.336983741824946392e+00 5.271668235484694334e-16
1.346260579298910187e+00 5.253473782802610651e-16
1.355601785329368481e+00 5.235342125822688050e-16
1.365007806546014058e+00 5.217273047814019017e-16
1.374479092677537428e+00 5.199266332793715640e-16
1.384016096573131405e+00 5.181321765524326092e-16
1.393619274224142446e+00 5.163439131511259985e-16
1.403289084785872776e+00 5.145618217000227534e-16
1.413025990599533932e+00 5.127858808974682656e-16
1.422830457214352640e+00 5.110160695153277909e-16
1.432702953409830782e+00 5.092523663987325350e-16
1.442643951218157694e+00 5.074947504658269217e-16
1.452653925946780777e+00 5.057432007075164537e-16
1.462733356201129986e+00 5.039976961872169527e-16
1.472882723907502633e+00 5.022582160406037026e-16
1.483102514336104294e+00 5.005247394753626617e-16
1.493393216124252243e+00 4.987972457709416760e-16
1.503755321299738101e+00 4.970757142783023826e-16
1.514189325304352129e+00 4.953601244196744791e-16
1.524695727017573832e+00 4.936504556883082191e-16
1.535275028780422657e+00 4.919466876482308508e-16
1.545927736419477450e+00 4.902487999340014786e-16
1.556654359271061550e+00 4.885567722504674042e-16
1.567455410205595312e+00 4.868705843725223401e-16
1.578331405652117381e+00 4.851902161448641308e-16
1.589282865622977825e+00 4.835156474817536576e-16
1.600310313738700696e+00 4.818468583667754190e-16
1.611414277253019556e+00 4.801838288525976181e-16
1.622595287078087534e+00 4.785265390607340259e-16
1.633853877809861244e+00 4.768749691813065337e-16
1.645190587753662559e+00 4.752290994728078045e-16
1.656605958949914248e+00 4.735889102618658970e-16
1.668100537200058797e+00 4.719543819430088889e-16
1.679674872092653537e+00 4.703254949784303883e-16
1.691329517029648066e+00 4.687022298977562276e-16
1.703065029252844420e+00 4.670845672978111585e-16
1.714881969870539757e+00 4.654724878423881097e-16
1.726780903884355567e+00 4.638659722620157690e-16
1.738762400216250725e+00 4.622650013537293205e-16
1.750827031735724404e+00 4.606695559808395057e-16
1.762975375287205715e+00 4.590796170727059245e-16
1.775208011717634982e+00 4.574951656245069834e-16
1.787525525904235080e+00 4.559161826970140846e-16
1.799928506782476845e+00 4.543426494163648280e-16
1.812417547374236992e+00 4.527745469738372988e-16
1.824993244816152327e+00 4.512118566256254389e-16
1.837656200388171124e+00 4.496545596926149122e-16
1.850407019542301690e+00 4.481026375601595607e-16
1.863246311931560317e+00 4.465560716778596366e-16
1.876174691439120634e+00 4.450148435593393429e-16
1.889192776207666347e+00 4.434789347820259527e-16
1.902301188668944487e+00 4.419483269869300621e-16
1.915500555573527608e+00 4.404230018784257443e-16
1.928791508020778256e+00 4.389029412240319370e-16
1.942174681489025723e+00 4.373881268541945684e-16
1.955650715865949074e+00 4.358785406620692260e-16
1.969220255479172232e+00 4.343741646033049599e-16
1.982883949127071110e+00 4.328749806958283317e-16
1.996642450109793909e+00 4.313809710196287953e-16
2.010496416260498354e+00 4.298921177165442250e-16
2.024446509976803643e+00 4.284084029900474303e-16
2.038493398252463340e+00 4.269298091050335579e-16
2.052637752709252084e+00 4.254563183876083316e-16
2.066880249629082567e+00 4.239879132248762927e-16
2.081221569986338338e+00 4.225245760647304698e-16
2.095662399480433091e+00 4.210662894156427392e-16
2.110203428568595552e+00 4.196130358464547273e-16
2.124845352498882622e+00 4.181647979861692062e-16
2.139588871343422127e+00 4.167215585237426726e-16
2.154434690031883814e+00 4.152833002078782718e-16
